REGION	TIK	UIK	TIK.NAME	UIK.NAME	VOTERS	BALLOTS.ISSUED	BALLOTS.CAST	BALLOTS.INVALID	YES	YES.pct	NO	NO.pct
Город Санкт-Петербург	25	1006	Территориальная избирательная комиссия №25	УИК №1006	1909	1622	1622	9	1378	84.96%	235	14.49%
Город Санкт-Петербург	25	1007	Территориальная избирательная комиссия №25	УИК №1007	1375	974	974	0	706	72.48%	268	27.52%
Город Санкт-Петербург	25	1008	Территориальная избирательная комиссия №25	УИК №1008	1921	1473	1473	8	1127	76.51%	338	22.95%
Город Санкт-Петербург	25	1009	Территориальная избирательная комиссия №25	УИК №1009	1853	1383	1383	11	990	71.58%	382	27.62%
Город Санкт-Петербург	25	1010	Территориальная избирательная комиссия №25	УИК №1010	1944	1417	1417	6	1006	70.99%	405	28.58%
Город Санкт-Петербург	25	1011	Территориальная избирательная комиссия №25	УИК №1011	1152	834	834	7	577	69.18%	250	29.98%
Город Санкт-Петербург	25	1012	Территориальная избирательная комиссия №25	УИК №1012	1486	1106	1106	7	792	71.61%	307	27.76%
Город Санкт-Петербург	25	1013	Территориальная избирательная комиссия №25	УИК №1013	1986	1468	1468	8	1028	70.03%	432	29.43%
Город Санкт-Петербург	25	1014	Территориальная избирательная комиссия №25	УИК №1014	1795	1377	1377	9	964	70.01%	404	29.34%
Город Санкт-Петербург	25	1015	Территориальная избирательная комиссия №25	УИК №1015	1648	1212	1211	8	857	70.77%	346	28.57%
Город Санкт-Петербург	25	1016	Территориальная избирательная комиссия №25	УИК №1016	1915	1389	1389	9	984	70.84%	396	28.51%
Город Санкт-Петербург	25	1017	Территориальная избирательная комиссия №25	УИК №1017	1388	1012	1012	1	710	70.16%	301	29.74%
Город Санкт-Петербург	25	1018	Территориальная избирательная комиссия №25	УИК №1018	2052	1496	1496	4	1049	70.12%	443	29.61%
Город Санкт-Петербург	25	1019	Территориальная избирательная комиссия №25	УИК №1019	1899	1386	1384	0	969	70.01%	415	29.99%
Город Санкт-Петербург	25	1020	Территориальная избирательная комиссия №25	УИК №1020	2052	1439	1439	0	980	68.10%	459	31.90%
Город Санкт-Петербург	25	1021	Территориальная избирательная комиссия №25	УИК №1021	2150	1587	1585	13	1144	72.18%	428	27.00%
Город Санкт-Петербург	25	1022	Территориальная избирательная комиссия №25	УИК №1022	1889	1408	1408	0	986	70.03%	422	29.97%
Город Санкт-Петербург	25	1023	Территориальная избирательная комиссия №25	УИК №1023	1889	1226	1226	18	909	74.14%	299	24.39%
Город Санкт-Петербург	25	1024	Территориальная избирательная комиссия №25	УИК №1024	1905	1434	1434	0	1005	70.08%	429	29.92%
Город Санкт-Петербург	25	1025	Территориальная избирательная комиссия №25	УИК №1025	1684	1248	1248	24	890	71.31%	334	26.76%
Город Санкт-Петербург	25	1026	Территориальная избирательная комиссия №25	УИК №1026	1937	1433	1433	24	989	69.02%	420	29.31%
Город Санкт-Петербург	25	1027	Территориальная избирательная комиссия №25	УИК №1027	2258	1650	1650	8	1155	70.00%	487	29.52%
Город Санкт-Петербург	25	1028	Территориальная избирательная комиссия №25	УИК №1028	1256	901	901	7	725	80.47%	169	18.76%
Город Санкт-Петербург	25	1029	Территориальная избирательная комиссия №25	УИК №1029	1460	1064	1064	0	753	70.77%	311	29.23%
Город Санкт-Петербург	25	1030	Территориальная избирательная комиссия №25	УИК №1030	1928	1388	1388	0	972	70.03%	416	29.97%
Город Санкт-Петербург	25	1031	Территориальная избирательная комиссия №25	УИК №1031	1898	1423	1423	0	1025	72.03%	398	27.97%
Город Санкт-Петербург	25	1032	Территориальная избирательная комиссия №25	УИК №1032	1997	1393	1393	36	956	68.63%	401	28.79%
Город Санкт-Петербург	25	1033	Территориальная избирательная комиссия №25	УИК №1033	2703	2231	2231	22	1856	83.19%	353	15.82%
Город Санкт-Петербург	25	1034	Территориальная избирательная комиссия №25	УИК №1034	1898	1442	1442	0	1009	69.97%	433	30.03%
Город Санкт-Петербург	25	1035	Территориальная избирательная комиссия №25	УИК №1035	2253	1665	1665	15	1203	72.25%	447	26.85%
Город Санкт-Петербург	25	1036	Территориальная избирательная комиссия №25	УИК №1036	1887	1390	1390	2	965	69.42%	423	30.43%
